sale_id,sale_date,product_id,store_id,customer_id,units_sold,unit_price,discount,cost_per_unit,total_sales,profit,region,channel,category,subcategory,product_name
50200,2024-11-16,102,4,10341,1,1400.97,0.19,936.31,1134.79,198.48,USA,Wholesale,Laptops,Gaming,Predator X15
50201,2024-12-13,402,2,10025,1,59.59,0.29,17.5,42.31,24.81,UK,Retail,Accessories,Tablet Accessories,TabCover Pro
50202,2024-08-06,401,4,10692,4,32.27,0.24,7.59,98.1,67.74,USA,Wholesale,Accessories,Smartphone Accessories,QuickCharge 30W
50203,2024-10-11,402,5,10634,2,59.42,0.15,17.07,101.01,66.87,Asia,Partner Store,Accessories,Tablet Accessories,TabCover Pro
50204,2024-09-10,201,4,10672,2,1182.11,0.13,652.09,2056.87,752.69,USA,Wholesale,Smartphones,Android,Galaxy S24 Ultra
50205,2024-01-25,403,2,10697,2,138.33,0.12,47,243.46,149.46,UK,Retail,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50206,2024-06-25,302,7,10639,1,640.71,0.11,325.3,570.23,244.93,USA,Wholesale,Tablets,iPad,iPad Air 5
50207,2024-11-25,302,5,10206,2,564.7,0.04,319.67,1084.22,444.88,Asia,Partner Store,Tablets,iPad,iPad Air 5
50208,2024-12-09,401,8,10432,1,31.26,0.15,7.91,26.57,18.66,Europe,Partner Store,Accessories,Smartphone Accessories,QuickCharge 30W
50209,2024-07-14,101,2,10385,1,1145.97,0.2,736.03,916.78,180.75,UK,Retail,Laptops,Ultrabook,ZenBook Pro 14
50210,2024-09-25,101,6,10096,1,1140.75,0.29,736.52,809.93,73.41,Europe,Retail,Laptops,Ultrabook,ZenBook Pro 14
50211,2024-06-12,202,6,10687,1,1348.76,0.1,726.95,1213.88,486.93,Europe,Retail,Smartphones,iOS,iPhone 15 Pro
50212,2024-12-22,202,6,10361,1,1307.19,0.22,739.54,1019.61,280.07,Europe,Retail,Smartphones,iOS,iPhone 15 Pro
50213,2024-08-01,101,5,10132,1,1250.83,0.2,742.47,1000.66,258.19,Asia,Partner Store,Laptops,Ultrabook,ZenBook Pro 14
50214,2024-07-28,201,5,10150,1,1288.94,0.01,703.86,1276.05,572.19,Asia,Partner Store,Smartphones,Android,Galaxy S24 Ultra
50215,2024-03-17,301,4,10684,1,511.36,0.2,277.44,409.09,131.65,USA,Wholesale,Tablets,Android Tablet,TabMaster 11
50216,2024-06-02,403,3,10196,1,137.68,0.3,45.04,96.38,51.34,UK,Retail,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50217,2024-07-11,103,4,10180,1,956.21,0.15,621.23,812.78,191.55,USA,Wholesale,Laptops,Business,ThinkPro 13
50218,2024-04-04,401,5,10095,1,31.96,0.02,8.5,31.32,22.82,Asia,Partner Store,Accessories,Smartphone Accessories,QuickCharge 30W
50219,2024-10-02,102,7,10502,1,1392.44,0.07,990.2,1294.97,304.77,USA,Wholesale,Laptops,Gaming,Predator X15
50220,2024-08-30,102,7,10342,1,1519.21,0.15,947.36,1291.33,343.97,USA,Wholesale,Laptops,Gaming,Predator X15
50221,2024-05-03,201,6,10303,2,1235.06,0.07,687.92,2297.21,921.37,Europe,Retail,Smartphones,Android,Galaxy S24 Ultra
50222,2024-04-25,202,4,10154,1,1279.45,0.23,739.94,985.18,245.24,USA,Wholesale,Smartphones,iOS,iPhone 15 Pro
50223,2024-06-02,201,6,10097,1,1139.95,0.14,681.58,980.36,298.78,Europe,Retail,Smartphones,Android,Galaxy S24 Ultra
50224,2024-12-28,101,1,10157,1,1262.56,0.04,741.19,1212.06,470.87,Europe,Online,Laptops,Ultrabook,ZenBook Pro 14
50225,2024-03-14,202,1,10253,1,1170.53,0.02,756.15,1147.12,390.97,Europe,Online,Smartphones,iOS,iPhone 15 Pro
50226,2024-08-25,301,3,10407,1,483.64,0.24,270.58,367.57,96.99,UK,Retail,Tablets,Android Tablet,TabMaster 11
50227,2024-01-30,101,8,10200,1,1225.26,0.03,748.59,1188.5,439.91,Europe,Partner Store,Laptops,Ultrabook,ZenBook Pro 14
50228,2024-10-14,202,5,10429,1,1211.79,0.16,769.45,1017.9,248.45,Asia,Partner Store,Smartphones,iOS,iPhone 15 Pro
50229,2024-07-30,202,2,10440,1,1393.85,0.07,724.31,1296.28,571.97,UK,Retail,Smartphones,iOS,iPhone 15 Pro
50230,2024-08-01,301,3,10162,1,454.21,0.22,286.62,354.28,67.66,UK,Retail,Tablets,Android Tablet,TabMaster 11
50231,2024-10-12,102,5,10613,1,1494.6,0.09,1000.27,1360.09,359.82,Asia,Partner Store,Laptops,Gaming,Predator X15
50232,2024-09-28,401,2,10079,1,27.74,0.09,7.87,25.24,17.37,UK,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50233,2024-03-09,401,6,10416,1,29.16,0.1,7.96,26.24,18.28,Europe,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50234,2024-07-17,202,5,10068,1,1277.22,0.06,764.86,1200.59,435.73,Asia,Partner Store,Smartphones,iOS,iPhone 15 Pro
50235,2024-05-04,402,2,10421,2,60.15,0.1,17.43,108.27,73.41,UK,Retail,Accessories,Tablet Accessories,TabCover Pro
50236,2024-05-10,101,1,10251,1,1164.54,0.07,747.95,1083.02,335.07,Europe,Online,Laptops,Ultrabook,ZenBook Pro 14
50237,2024-04-14,301,7,10560,1,530.61,0.08,272.58,488.16,215.58,USA,Wholesale,Tablets,Android Tablet,TabMaster 11
50238,2024-06-18,301,5,10109,1,473.38,0.08,269.85,435.51,165.66,Asia,Partner Store,Tablets,Android Tablet,TabMaster 11
50239,2024-11-27,102,6,10279,1,1450.38,0.12,942.41,1276.33,333.92,Europe,Retail,Laptops,Gaming,Predator X15
50240,2024-02-10,103,1,10270,1,1045.09,0.2,627.57,836.07,208.5,Europe,Online,Laptops,Business,ThinkPro 13
50241,2024-08-18,402,6,10232,1,56.58,0.24,18.07,43,24.93,Europe,Retail,Accessories,Tablet Accessories,TabCover Pro
50242,2024-07-08,301,4,10022,1,497.34,0.11,271.84,442.63,170.79,USA,Wholesale,Tablets,Android Tablet,TabMaster 11
50243,2024-02-17,403,7,10049,2,131.34,0.23,46.54,202.26,109.18,USA,Wholesale,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50244,2024-10-01,401,6,10111,1,27.56,0.28,7.79,19.84,12.05,Europe,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50245,2024-04-07,401,3,10177,1,29.67,0.17,7.54,24.63,17.09,UK,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50246,2024-01-27,103,8,10454,1,959.02,0.05,632.73,911.07,278.34,Europe,Partner Store,Laptops,Business,ThinkPro 13
50247,2024-05-17,102,6,10354,2,1525.85,0.19,931.75,2471.88,608.38,Europe,Retail,Laptops,Gaming,Predator X15
50248,2024-07-12,103,5,10013,1,965.3,0.13,624.12,839.81,215.69,Asia,Partner Store,Laptops,Business,ThinkPro 13
50249,2024-12-10,301,5,10632,1,478.09,0.04,271.4,458.97,187.57,Asia,Partner Store,Tablets,Android Tablet,TabMaster 11
50250,2024-11-05,401,3,10442,1,28.13,0.04,8.34,27,18.66,UK,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50251,2024-11-04,202,1,10577,1,1274,0.1,746.01,1146.6,400.59,Europe,Online,Smartphones,iOS,iPhone 15 Pro
50252,2024-01-21,403,2,10229,2,120,0.17,46.53,199.2,106.14,UK,Retail,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50253,2024-02-07,401,7,10357,1,30.36,0.18,8.07,24.9,16.83,USA,Wholesale,Accessories,Smartphone Accessories,QuickCharge 30W
50254,2024-04-06,301,6,10075,1,477.6,0.14,264.83,410.74,145.91,Europe,Retail,Tablets,Android Tablet,TabMaster 11
50255,2024-10-27,103,7,10390,1,915.53,0.08,598.69,842.29,243.6,USA,Wholesale,Laptops,Business,ThinkPro 13
50256,2024-12-09,301,1,10523,1,517.73,0.07,276.2,481.49,205.29,Europe,Online,Tablets,Android Tablet,TabMaster 11
50257,2024-10-13,103,7,10153,1,1004.35,0.24,609.67,763.31,153.64,USA,Wholesale,Laptops,Business,ThinkPro 13
50258,2024-04-21,302,5,10146,1,596.87,0.03,309.4,578.96,269.56,Asia,Partner Store,Tablets,iPad,iPad Air 5
50259,2024-09-02,402,3,10422,1,61.61,0.1,17.87,55.45,37.58,UK,Retail,Accessories,Tablet Accessories,TabCover Pro
50260,2024-04-16,402,3,10654,2,57.87,0.3,18.76,81.02,43.5,UK,Retail,Accessories,Tablet Accessories,TabCover Pro
50261,2024-06-19,101,3,10046,2,1211.64,0.28,734.21,1744.76,276.34,UK,Retail,Laptops,Ultrabook,ZenBook Pro 14
50262,2024-06-04,301,3,10444,1,502.36,0.16,278.09,421.98,143.89,UK,Retail,Tablets,Android Tablet,TabMaster 11
50263,2024-01-08,302,3,10692,1,578.61,0.19,310.79,468.67,157.88,UK,Retail,Tablets,iPad,iPad Air 5
50264,2024-04-18,402,7,10691,1,55.74,0.25,18.75,41.8,23.05,USA,Wholesale,Accessories,Tablet Accessories,TabCover Pro
50265,2024-04-07,101,1,10365,1,1101.3,0.07,758.59,1024.21,265.62,Europe,Online,Laptops,Ultrabook,ZenBook Pro 14
50266,2024-03-01,401,5,10219,1,29.96,0.19,7.65,24.27,16.62,Asia,Partner Store,Accessories,Smartphone Accessories,QuickCharge 30W
50267,2024-09-02,101,8,10362,2,1163.6,0.19,767.84,1885.03,349.35,Europe,Partner Store,Laptops,Ultrabook,ZenBook Pro 14
50268,2024-05-04,202,5,10583,1,1231.37,0.09,768.83,1120.55,351.72,Asia,Partner Store,Smartphones,iOS,iPhone 15 Pro
50269,2024-12-22,403,7,10515,1,130.1,0.05,45.79,123.59,77.8,USA,Wholesale,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50270,2024-11-05,202,6,10033,3,1197.96,0.02,758.85,3522,1245.45,Europe,Retail,Smartphones,iOS,iPhone 15 Pro
50271,2024-12-26,101,7,10306,1,1075.96,0.23,763.96,828.49,64.53,USA,Wholesale,Laptops,Ultrabook,ZenBook Pro 14
50272,2024-04-14,201,3,10051,1,1155.87,0.12,676.41,1017.17,340.76,UK,Retail,Smartphones,Android,Galaxy S24 Ultra
50273,2024-07-22,102,5,10055,1,1579.74,0,948.11,1579.74,631.63,Asia,Partner Store,Laptops,Gaming,Predator X15
50274,2024-05-02,401,7,10393,1,31.71,0.23,8.31,24.42,16.11,USA,Wholesale,Accessories,Smartphone Accessories,QuickCharge 30W
50275,2024-10-09,102,6,10196,2,1474.94,0.17,959.66,2448.4,529.08,Europe,Retail,Laptops,Gaming,Predator X15
50276,2024-06-13,302,3,10100,1,668.41,0.26,333.62,494.62,161,UK,Retail,Tablets,iPad,iPad Air 5
50277,2024-05-24,401,3,10546,1,31.03,0.1,7.84,27.93,20.09,UK,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50278,2024-07-13,302,6,10121,1,596.81,0.14,323.01,513.26,190.25,Europe,Retail,Tablets,iPad,iPad Air 5
50279,2024-08-26,401,5,10427,1,24.37,0.08,7.69,22.42,14.73,Asia,Partner Store,Accessories,Smartphone Accessories,QuickCharge 30W
50280,2024-09-30,102,6,10152,1,1329.05,0.06,915.32,1249.31,333.99,Europe,Retail,Laptops,Gaming,Predator X15
50281,2024-11-28,302,2,10344,2,597.86,0.3,314.82,837,207.36,UK,Retail,Tablets,iPad,iPad Air 5
50282,2024-07-02,302,2,10309,1,629.61,0.06,324.19,591.83,267.64,UK,Retail,Tablets,iPad,iPad Air 5
50283,2024-06-06,103,1,10651,1,969.18,0.05,637.74,920.72,282.98,Europe,Online,Laptops,Business,ThinkPro 13
50284,2024-05-13,202,7,10262,1,1314.03,0.08,751.65,1208.91,457.26,USA,Wholesale,Smartphones,iOS,iPhone 15 Pro
50285,2024-07-03,401,2,10203,1,30.95,0.07,7.93,28.78,20.85,UK,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50286,2024-09-19,202,8,10090,2,1354.18,0.16,732.02,2275.02,810.98,Europe,Partner Store,Smartphones,iOS,iPhone 15 Pro
50287,2024-09-11,202,3,10160,2,1287.99,0.27,739.21,1880.47,402.05,UK,Retail,Smartphones,iOS,iPhone 15 Pro
50288,2024-08-26,302,4,10361,1,546.81,0.08,328.62,503.07,174.45,USA,Wholesale,Tablets,iPad,iPad Air 5
50289,2024-02-20,202,1,10386,1,1352.66,0.1,719.09,1217.39,498.3,Europe,Online,Smartphones,iOS,iPhone 15 Pro
50290,2024-08-28,201,3,10257,1,1174.49,0.21,662.13,927.85,265.72,UK,Retail,Smartphones,Android,Galaxy S24 Ultra
50291,2024-06-12,103,5,10697,1,1130.23,0.1,592.89,1017.21,424.32,Asia,Partner Store,Laptops,Business,ThinkPro 13
50292,2024-04-14,102,1,10569,1,1541.49,0.14,935.42,1325.68,390.26,Europe,Online,Laptops,Gaming,Predator X15
50293,2024-07-08,101,8,10319,1,1223.26,0.05,792.68,1162.1,369.42,Europe,Partner Store,Laptops,Ultrabook,ZenBook Pro 14
50294,2024-06-09,201,4,10556,1,1171.25,0.11,670.7,1042.41,371.71,USA,Wholesale,Smartphones,Android,Galaxy S24 Ultra
50295,2024-07-30,103,4,10021,1,981.65,0.11,609.56,873.67,264.11,USA,Wholesale,Laptops,Business,ThinkPro 13
50296,2024-01-24,202,1,10345,1,1252.27,0.01,739.19,1239.75,500.56,Europe,Online,Smartphones,iOS,iPhone 15 Pro
50297,2024-10-15,201,2,10675,1,1290.68,0.22,689.13,1006.73,317.6,UK,Retail,Smartphones,Android,Galaxy S24 Ultra
50298,2024-04-23,403,5,10500,1,141.26,0.05,44.73,134.2,89.47,Asia,Partner Store,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50299,2024-03-15,401,8,10210,2,31.27,0.17,7.62,51.91,36.67,Europe,Partner Store,Accessories,Smartphone Accessories,QuickCharge 30W
50300,2024-01-09,402,8,10381,1,58.94,0.1,18.65,53.05,34.4,Europe,Partner Store,Accessories,Tablet Accessories,TabCover Pro
50301,2024-05-13,102,4,10432,1,1414.07,0.08,944.56,1300.94,356.38,USA,Wholesale,Laptops,Gaming,Predator X15
50302,2024-10-10,201,8,10128,2,1134.32,0.11,657.25,2019.09,704.59,Europe,Partner Store,Smartphones,Android,Galaxy S24 Ultra
50303,2024-10-26,402,2,10197,1,58.54,0.26,17.66,43.32,25.66,UK,Retail,Accessories,Tablet Accessories,TabCover Pro
50304,2024-10-23,302,5,10105,1,622.86,0.01,333.26,616.63,283.37,Asia,Partner Store,Tablets,iPad,iPad Air 5
50305,2024-08-01,103,8,10176,1,974.21,0.05,625.03,925.5,300.47,Europe,Partner Store,Laptops,Business,ThinkPro 13
50306,2024-05-31,302,7,10493,1,606.26,0.24,323.16,460.76,137.6,USA,Wholesale,Tablets,iPad,iPad Air 5
50307,2024-03-19,101,7,10133,1,1170.87,0.23,770.45,901.57,131.12,USA,Wholesale,Laptops,Ultrabook,ZenBook Pro 14
50308,2024-04-10,402,8,10571,1,54.37,0.16,17.55,45.67,28.12,Europe,Partner Store,Accessories,Tablet Accessories,TabCover Pro
50309,2024-06-17,301,2,10121,1,471.89,0.15,262.08,401.11,139.03,UK,Retail,Tablets,Android Tablet,TabMaster 11
50310,2024-04-27,202,2,10492,1,1391.18,0.1,729.46,1252.06,522.6,UK,Retail,Smartphones,iOS,iPhone 15 Pro
50311,2024-07-13,201,7,10244,1,1173.09,0.17,702.54,973.66,271.12,USA,Wholesale,Smartphones,Android,Galaxy S24 Ultra
50312,2024-10-18,202,2,10331,1,1349.28,0,719.99,1349.28,629.29,UK,Retail,Smartphones,iOS,iPhone 15 Pro
50313,2024-05-05,201,1,10089,4,1119.19,0.06,680.39,4208.15,1486.59,Europe,Online,Smartphones,Android,Galaxy S24 Ultra
50314,2024-09-12,102,1,10265,1,1491.35,0.2,886.37,1193.08,306.71,Europe,Online,Laptops,Gaming,Predator X15
50315,2024-10-08,402,4,10107,1,67.18,0.17,17.29,55.76,38.47,USA,Wholesale,Accessories,Tablet Accessories,TabCover Pro
50316,2024-12-01,402,5,10588,1,57.21,0.1,17.34,51.49,34.15,Asia,Partner Store,Accessories,Tablet Accessories,TabCover Pro
50317,2024-12-16,103,4,10257,1,1089.56,0.22,643.4,849.86,206.46,USA,Wholesale,Laptops,Business,ThinkPro 13
50318,2024-06-21,202,1,10130,1,1334.57,0.2,734.27,1067.66,333.39,Europe,Online,Smartphones,iOS,iPhone 15 Pro
50319,2024-05-11,102,5,10267,1,1448.67,0.1,952.01,1303.8,351.79,Asia,Partner Store,Laptops,Gaming,Predator X15
50320,2024-09-07,102,8,10405,1,1454.18,0.02,1009.5,1425.1,415.6,Europe,Partner Store,Laptops,Gaming,Predator X15
50321,2024-11-24,301,8,10280,2,513.77,0.11,284.21,914.51,346.09,Europe,Partner Store,Tablets,Android Tablet,TabMaster 11
50322,2024-09-08,103,1,10683,1,939.93,0.12,652.18,827.14,174.96,Europe,Online,Laptops,Business,ThinkPro 13
50323,2024-08-23,201,5,10600,1,1210.63,0.17,663.4,1004.82,341.42,Asia,Partner Store,Smartphones,Android,Galaxy S24 Ultra
50324,2024-03-27,302,6,10166,1,596.14,0.1,322.39,536.53,214.14,Europe,Retail,Tablets,iPad,iPad Air 5
50325,2024-06-29,103,7,10697,1,1049.65,0.22,640.45,818.73,178.28,USA,Wholesale,Laptops,Business,ThinkPro 13
50326,2024-03-27,302,3,10620,2,581.34,0.07,322.68,1081.29,435.93,UK,Retail,Tablets,iPad,iPad Air 5
50327,2024-03-12,301,7,10513,1,534.58,0.09,263.73,486.47,222.74,USA,Wholesale,Tablets,Android Tablet,TabMaster 11
50328,2024-10-06,401,6,10521,2,29.19,0.11,8.01,51.96,35.94,Europe,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50329,2024-09-07,301,8,10159,1,488.07,0.13,268.77,424.62,155.85,Europe,Partner Store,Tablets,Android Tablet,TabMaster 11
50330,2024-04-04,102,6,10675,1,1576.22,0.06,945.24,1481.65,536.41,Europe,Retail,Laptops,Gaming,Predator X15
50331,2024-10-04,403,1,10345,1,129.06,0.1,42.76,116.15,73.39,Europe,Online,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50332,2024-11-24,403,1,10450,1,140.08,0.11,44.05,124.67,80.62,Europe,Online,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50333,2024-01-31,201,4,10545,1,1276.36,0.2,674.72,1021.09,346.37,USA,Wholesale,Smartphones,Android,Galaxy S24 Ultra
50334,2024-09-25,101,4,10625,1,1142.82,0.23,770.14,879.97,109.83,USA,Wholesale,Laptops,Ultrabook,ZenBook Pro 14
50335,2024-01-18,302,7,10651,1,607.28,0.16,314.73,510.12,195.39,USA,Wholesale,Tablets,iPad,iPad Air 5
50336,2024-02-08,202,1,10557,1,1406.7,0.05,744.74,1336.36,591.62,Europe,Online,Smartphones,iOS,iPhone 15 Pro
50337,2024-12-08,302,5,10616,3,534.96,0,309.76,1604.88,675.6,Asia,Partner Store,Tablets,iPad,iPad Air 5
50338,2024-01-25,202,8,10228,1,1392.34,0.18,714.53,1141.72,427.19,Europe,Partner Store,Smartphones,iOS,iPhone 15 Pro
50339,2024-01-04,101,7,10031,2,1208.47,0.2,774.94,1933.55,383.67,USA,Wholesale,Laptops,Ultrabook,ZenBook Pro 14
50340,2024-07-30,401,5,10559,1,29.83,0.07,7.82,27.74,19.92,Asia,Partner Store,Accessories,Smartphone Accessories,QuickCharge 30W
50341,2024-03-11,201,6,10267,1,1242.16,0.19,700.87,1006.15,305.28,Europe,Retail,Smartphones,Android,Galaxy S24 Ultra
50342,2024-11-18,401,6,10427,1,30.23,0.02,7.76,29.63,21.87,Europe,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50343,2024-04-28,302,3,10393,2,599.99,0.09,327.99,1091.98,436,UK,Retail,Tablets,iPad,iPad Air 5
50344,2024-02-04,302,5,10294,1,578.49,0.15,337.91,491.72,153.81,Asia,Partner Store,Tablets,iPad,iPad Air 5
50345,2024-12-28,102,5,10006,2,1439.36,0.13,970.92,2504.49,562.65,Asia,Partner Store,Laptops,Gaming,Predator X15
50346,2024-03-18,201,7,10129,1,1205.09,0.07,681.66,1120.73,439.07,USA,Wholesale,Smartphones,Android,Galaxy S24 Ultra
50347,2024-01-05,201,5,10348,1,1220.22,0.07,667.06,1134.8,467.74,Asia,Partner Store,Smartphones,Android,Galaxy S24 Ultra
50348,2024-04-21,403,7,10035,1,128.07,0.15,45.01,108.86,63.85,USA,Wholesale,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50349,2024-09-15,103,6,10148,1,992.79,0.13,620.72,863.73,243.01,Europe,Retail,Laptops,Business,ThinkPro 13
50350,2024-08-21,101,6,10679,2,1169.78,0.08,740.38,2152.4,671.64,Europe,Retail,Laptops,Ultrabook,ZenBook Pro 14
50351,2024-07-10,102,7,10590,3,1360.8,0.16,939.13,3429.22,611.83,USA,Wholesale,Laptops,Gaming,Predator X15
50352,2024-01-31,101,5,10430,1,1203.94,0.06,756.2,1131.7,375.5,Asia,Partner Store,Laptops,Ultrabook,ZenBook Pro 14
50353,2024-11-12,401,8,10483,1,28.14,0.18,8.1,23.07,14.97,Europe,Partner Store,Accessories,Smartphone Accessories,QuickCharge 30W
50354,2024-11-22,301,6,10019,1,492.09,0.12,278.87,433.04,154.17,Europe,Retail,Tablets,Android Tablet,TabMaster 11
50355,2024-12-07,301,7,10309,1,519.65,0.08,279.78,478.08,198.3,USA,Wholesale,Tablets,Android Tablet,TabMaster 11
50356,2024-11-11,403,7,10191,2,137.81,0.05,42.11,261.84,177.62,USA,Wholesale,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50357,2024-09-04,302,5,10299,1,650.76,0.04,326.13,624.73,298.6,Asia,Partner Store,Tablets,iPad,iPad Air 5
50358,2024-12-03,302,4,10428,1,551.06,0.18,309.25,451.87,142.62,USA,Wholesale,Tablets,iPad,iPad Air 5
50359,2024-09-06,102,3,10419,1,1636.78,0.05,946.25,1554.94,608.69,UK,Retail,Laptops,Gaming,Predator X15
50360,2024-01-09,402,7,10351,1,65.54,0.12,17.59,57.68,40.09,USA,Wholesale,Accessories,Tablet Accessories,TabCover Pro
50361,2024-01-04,301,2,10160,1,530.24,0.13,256.18,461.31,205.13,UK,Retail,Tablets,Android Tablet,TabMaster 11
50362,2024-09-29,402,6,10108,2,61.6,0.29,18.05,87.47,51.37,Europe,Retail,Accessories,Tablet Accessories,TabCover Pro
50363,2024-10-09,101,1,10176,2,1309.54,0.15,747.34,2226.22,731.54,Europe,Online,Laptops,Ultrabook,ZenBook Pro 14
50364,2024-07-29,201,1,10680,2,1222.98,0.18,681.48,2005.69,642.73,Europe,Online,Smartphones,Android,Galaxy S24 Ultra
50365,2024-01-07,403,7,10305,2,127.42,0.16,45.67,214.07,122.73,USA,Wholesale,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50366,2024-01-09,201,7,10237,1,1167.95,0.1,688.57,1051.16,362.59,USA,Wholesale,Smartphones,Android,Galaxy S24 Ultra
50367,2024-09-28,402,6,10511,1,57.39,0.02,16.68,56.24,39.56,Europe,Retail,Accessories,Tablet Accessories,TabCover Pro
50368,2024-05-20,402,8,10277,1,58.58,0.05,18.27,55.65,37.38,Europe,Partner Store,Accessories,Tablet Accessories,TabCover Pro
50369,2024-10-01,301,5,10207,1,450.42,0.04,265.21,432.4,167.19,Asia,Partner Store,Tablets,Android Tablet,TabMaster 11
50370,2024-05-26,103,6,10688,2,973.22,0.26,597.05,1440.37,246.27,Europe,Retail,Laptops,Business,ThinkPro 13
50371,2024-01-09,201,1,10481,4,1252.46,0.04,678.64,4809.45,2094.89,Europe,Online,Smartphones,Android,Galaxy S24 Ultra
50372,2024-09-14,102,1,10590,1,1470.49,0.1,947.76,1323.44,375.68,Europe,Online,Laptops,Gaming,Predator X15
50373,2024-12-23,301,2,10164,1,453.45,0.2,255.67,362.76,107.09,UK,Retail,Tablets,Android Tablet,TabMaster 11
50374,2024-12-11,101,7,10158,1,1212.54,0.21,797.27,957.91,160.64,USA,Wholesale,Laptops,Ultrabook,ZenBook Pro 14
50375,2024-08-08,102,6,10183,1,1586.18,0.05,996.31,1506.87,510.56,Europe,Retail,Laptops,Gaming,Predator X15
50376,2024-04-01,402,3,10655,1,58.8,0.07,17.42,54.68,37.26,UK,Retail,Accessories,Tablet Accessories,TabCover Pro
50377,2024-02-24,403,5,10097,3,127.29,0.05,46.98,362.78,221.84,Asia,Partner Store,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50378,2024-02-19,403,4,10447,1,127.61,0.23,45.56,98.26,52.7,USA,Wholesale,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50379,2024-09-25,201,6,10384,2,1255.78,0.18,689.15,2059.48,681.18,Europe,Retail,Smartphones,Android,Galaxy S24 Ultra
50380,2024-03-17,403,3,10596,1,119.79,0.15,44.05,101.82,57.77,UK,Retail,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50381,2024-05-03,401,7,10038,1,27.65,0.23,8.11,21.29,13.18,USA,Wholesale,Accessories,Smartphone Accessories,QuickCharge 30W
50382,2024-04-08,102,4,10066,1,1581.42,0.16,970.17,1328.39,358.22,USA,Wholesale,Laptops,Gaming,Predator X15
50383,2024-11-13,101,6,10394,1,1157.93,0.24,726.63,880.03,153.4,Europe,Retail,Laptops,Ultrabook,ZenBook Pro 14
50384,2024-09-26,202,6,10055,3,1360.39,0.1,698.39,3673.05,1577.88,Europe,Retail,Smartphones,iOS,iPhone 15 Pro
50385,2024-05-09,101,2,10212,1,1159.52,0.25,729.74,869.64,139.9,UK,Retail,Laptops,Ultrabook,ZenBook Pro 14
50386,2024-06-30,201,8,10453,3,1209.37,0.13,686.93,3156.46,1095.67,Europe,Partner Store,Smartphones,Android,Galaxy S24 Ultra
50387,2024-05-16,301,7,10204,1,509.74,0.1,255.69,458.77,203.08,USA,Wholesale,Tablets,Android Tablet,TabMaster 11
50388,2024-07-22,301,7,10247,1,455.39,0.14,261.22,391.64,130.42,USA,Wholesale,Tablets,Android Tablet,TabMaster 11
50389,2024-02-10,302,5,10122,1,640.54,0.16,336.76,538.05,201.29,Asia,Partner Store,Tablets,iPad,iPad Air 5
50390,2024-07-10,402,2,10410,1,57.41,0.02,17.95,56.26,38.31,UK,Retail,Accessories,Tablet Accessories,TabCover Pro
50391,2024-07-26,201,3,10344,1,1203.69,0.28,664.79,866.66,201.87,UK,Retail,Smartphones,Android,Galaxy S24 Ultra
50392,2024-08-23,301,6,10444,1,537.96,0.21,268.69,424.99,156.3,Europe,Retail,Tablets,Android Tablet,TabMaster 11
50393,2024-10-16,102,3,10401,1,1547.01,0.03,955.37,1500.6,545.23,UK,Retail,Laptops,Gaming,Predator X15
50394,2024-05-04,402,4,10113,1,57.19,0.22,17.8,44.61,26.81,USA,Wholesale,Accessories,Tablet Accessories,TabCover Pro
50395,2024-12-22,401,6,10299,2,29.28,0.07,7.81,54.46,38.84,Europe,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50396,2024-04-25,402,7,10322,1,61.21,0.23,17.12,47.13,30.01,USA,Wholesale,Accessories,Tablet Accessories,TabCover Pro
50397,2024-06-02,402,7,10072,3,60.67,0.09,18.82,165.63,109.17,USA,Wholesale,Accessories,Tablet Accessories,TabCover Pro
50398,2024-12-16,202,7,10086,1,1263.5,0.24,732.34,960.26,227.92,USA,Wholesale,Smartphones,iOS,iPhone 15 Pro
50399,2024-02-11,101,8,10383,1,1160.99,0.02,748.2,1137.77,389.57,Europe,Partner Store,Laptops,Ultrabook,ZenBook Pro 14
50400,2024-11-30,401,1,10242,2,28.86,0.12,8.23,50.79,34.33,Europe,Online,Accessories,Smartphone Accessories,QuickCharge 30W
